ConditionID,"(NH4)2SO4
(mM)","Alanine
(mM)","AminobenzoicAcid
(mM)","Arginine/HCl
(mM)","Asparagine/H2O
(mM)","AsparticAcid
(mM)","CaCl2/2H2O
(mM)","CaSO4/2H2O
(mM)","CuSO4/5H2O
(mM)","Cystine/HCl/H2O
(mM)","FeSO4/7H2O
(mM)","FolicAcid
(mM)","Glucose
(mM)","GlutamicAcid/HCl
(mM)","Glutamine
(mM)","Glycine
(mM)","H3BO3
(mM)","Histidine/HCl/H2O
(mM)","Isoleucine
(mM)","K2HPO4
(mM)","KCl
(mM)","KH2PO4
(mM)",K_ref,"Leucine
(mM)","Lysine/HCl
(mM)","Methionine
(mM)","MgCl2/6H2O
(mM)","MgSO4/7H2O
(mM)","NH4Cl
(mM)",N_max,"Na2HPO4
(mM)","Na2MoO4/2H2O
(mM)","Na2S2O3/5H2O
(mM)","Na3C6H5O7/2H2O
(mM)","NaCl
(mM)","Phenylalanine
(mM)","Proline
(mM)","Pyridoxine
(mM)","Riboflavin
(mM)","Serine
(mM)","Thiamine/HCl
(mM)","Threonine
(mM)","Tryptophan
(mM)","Tyrosine
(mM)","Valine
(mM)","ZuSO4/7H2O
(mM)",exit_lag_rate,gr,r_ref,shape
Cond00438,1.0,0.02,0.001,0.02,0.02,0.2,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2660444444444443,0.02,0.02,0.02,0.1,0.1,1.0,0.33699514696660315,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.49700870423187155,0.20937574841574796,1.4158906209174418,4.015656061964469
Cond00439,1.0,0.02,0.001,0.02,0.02,2.0,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.36965555555555596,0.02,0.02,0.02,0.1,0.1,1.0,0.42637263469211784,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.5847613326697098,0.2669196135235469,1.2048946338661497,3.200667690789868
Cond00440,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.0,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.36576666666666674,0.02,0.02,0.02,0.1,0.1,1.0,0.3710141256280768,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2286054857618567,0.38360568765072406,1.1610864693327299,2.925094032240639
Cond00441,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.002,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.23837777777777783,0.02,0.02,0.02,0.1,0.1,1.0,0.3105908906280303,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2607677064192332,0.23910161933298038,1.1992731352537893,3.3894099649398073
Cond00442,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.2,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.20135,0.02,0.02,0.02,0.1,0.1,1.0,0.280973537206359,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.1869037541765297,0.2016948634954168,1.0769620086335565,3.298976230049357
Cond00443,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,2.0,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.20857222222222235,0.02,0.02,0.02,0.1,0.1,1.0,0.24807194614808395,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.05669241453135235,0.1814031133283966,0.8501128215356083,10.156496659965896
Cond00444,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.0,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.27809999999999996,0.02,0.02,0.02,0.1,0.1,1.0,0.33801561875846037,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.48230568312923544,0.2683699325569713,1.247075224135924,3.3406822465877957
Cond00445,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.002,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.27537777777777805,0.02,0.02,0.02,0.1,0.1,1.0,0.34218192965089383,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.47160691758363704,0.26292116083436334,1.229584504295254,3.444359502566014
Cond00446,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.2,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.24318333333333347,0.02,0.02,0.02,0.1,0.1,1.0,0.3124868553378209,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.10859628814614274,0.2507447819887952,1.1361914720203448,3.302347913803614
Cond00447,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,2.0,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2975444444444443,0.02,0.02,0.02,0.1,0.1,1.0,0.3686966797587526,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.040109418095371684,0.3617152830548995,1.0413062165692002,2.8640475089967583
Cond00448,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.0,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.269488888888889,0.02,0.02,0.02,0.1,0.1,1.0,0.3441052546646699,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2838768631987646,0.29207152864453945,1.2148023250680253,2.635202608622953
Cond00449,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.002,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.34376666666666666,0.02,0.02,0.02,0.1,0.1,1.0,0.39605894780327033,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2757155369384765,0.40784729312421764,1.1326200473857266,1.7666226676754424
Cond00450,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.2,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.356627777777778,0.02,0.02,0.02,0.1,0.1,1.0,0.40179379215176575,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2808334626588145,0.3974706286093062,1.2940303500059256,1.984164644237786
Cond00451,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,2.0,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.34698888888888885,0.02,0.02,0.02,0.1,0.1,1.0,0.41704739998732243,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.1359300683009668,0.36794251002693623,1.1204538611855925,1.6789621518359457
Cond00452,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.0,0.008,0.02,0.02,61.5,0.2,11.0,0.26929444444444434,0.02,0.02,0.02,0.1,0.1,1.0,0.3423933725690537,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.26643461332905133,0.29742265067790996,1.2827349301331004,2.5723653446655375
Cond00453,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.002,0.008,0.02,0.02,61.5,0.2,11.0,0.2679611111111112,0.02,0.02,0.02,0.1,0.1,1.0,0.34245738025186495,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.23888151065706145,0.2840226346628535,1.1797308909925757,2.6914068418288943
Cond00454,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.2,0.008,0.02,0.02,61.5,0.2,11.0,0.26748888888888905,0.02,0.02,0.02,0.1,0.1,1.0,0.343702310150084,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.20780812958030156,0.29341787664331986,1.0988450215236165,2.669801028356367
Cond00455,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,2.0,0.008,0.02,0.02,61.5,0.2,11.0,0.28504444444444454,0.02,0.02,0.02,0.1,0.1,1.0,0.365191784162629,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2893166213341372,0.2323322434882752,1.2078431060179775,3.191534173814945
Cond00456,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.0,0.02,61.5,0.2,11.0,0.2511555555555556,0.02,0.02,0.02,0.1,0.1,1.0,0.3237789392432529,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.18695748553276906,0.2719784513107197,1.231117578680393,2.9214694743852028
Cond00457,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.002,0.02,61.5,0.2,11.0,0.2515444444444442,0.02,0.02,0.02,0.1,0.1,1.0,0.3246658434377253,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.1630771520282799,0.2892944666952168,1.1756703958332708,2.7551221978315086
Cond00458,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.2,0.02,61.5,0.2,11.0,0.25826666666666664,0.02,0.02,0.02,0.1,0.1,1.0,0.33126870892824867,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.13713773973936952,0.3047726414725939,1.150406305710701,2.669605911930876
Cond00459,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,2.0,0.02,61.5,0.2,11.0,0.2634055555555555,0.02,0.02,0.02,0.1,0.1,1.0,0.3317585947316635,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.20769706650134465,0.2606236344300255,1.2276378775405583,3.166031265956865
Cond00460,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.0,61.5,0.2,11.0,0.0,0.02,0.02,0.02,0.1,0.1,1.0,7.871938997382945,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,2.1277453175963204,2.075753842268133,0.0,8.97386731703498
Cond00461,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.002,61.5,0.2,11.0,0.004569444444444443,0.02,0.02,0.02,0.1,0.1,1.0,0.0907746701950603,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,5.319758047431787,0.312040745696049,0.4239554945010345,24.405713364696986
Cond00462,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.2,61.5,0.2,11.0,0.25596111111111086,0.02,0.02,0.02,0.1,0.1,1.0,0.33456133061521526,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.1660532777141039,0.2899345166535627,1.3168274463454464,2.5699689430256196
Cond00463,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,2.0,61.5,0.2,11.0,0.25809999999999983,0.02,0.02,0.02,0.1,0.1,1.0,0.33274504231317326,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.057203577260874945,0.3620823129945353,1.0408359641715286,2.8548925029216354
Cond00464,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2320444444444447,0.0,0.02,0.02,0.1,0.1,1.0,0.30725395190226495,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.11520141607651754,0.2489091497124255,1.1598268420120665,3.0840311909740143
Cond00465,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.22796111111111092,0.002,0.02,0.02,0.1,0.1,1.0,0.30181322662089527,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.17671893926647061,0.2164877888491268,1.0586943754539613,3.369771455586606
Cond00466,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2108222222222222,0.2,0.02,0.02,0.1,0.1,1.0,0.2912226909558191,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.28124483093071506,0.22377152333549702,1.1726823562368482,2.3979162604497244
Cond00467,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2556277777777777,2.0,0.02,0.02,0.1,0.1,1.0,0.3243112109214104,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.025424048081234916,0.4325333777361479,1.0224594776995073,2.428098915768348
Cond00468,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.26973888888888903,0.02,0.0,0.02,0.1,0.1,1.0,0.32521035687768457,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.024993249580224936,0.39131592053239833,1.10595897944305,3.1715473407650734
Cond00469,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2516555555555558,0.02,0.002,0.02,0.1,0.1,1.0,0.3215500320359139,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.15651613270517545,0.29538538267813563,1.1475511305035464,2.9094898495965733
Cond00470,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.27232222222222213,0.02,0.2,0.02,0.1,0.1,1.0,0.34193978928536967,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.31096965266928595,0.22664088583159192,1.244771432170625,3.7778245815529194
Cond00471,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2749055555555556,0.02,2.0,0.02,0.1,0.1,1.0,0.3433938860916803,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.16538254791316337,0.2961082492872133,1.1650885887341165,2.8005002988214827
Cond00472,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.306238888888889,0.02,0.02,0.0,0.1,0.1,1.0,0.3445260687089724,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.024039444489114346,0.3668876658512071,0.882038477074403,10.00203841453362
Cond00473,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2447388888888888,0.02,0.02,0.002,0.1,0.1,1.0,0.3229671908181339,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.1320618417872287,0.2873302437146237,1.0027439337531032,2.786190184245727
Cond00474,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.27210000000000006,0.02,0.02,0.2,0.1,0.1,1.0,0.3499141308038817,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.1948296290879851,0.3235707587214077,1.206024711365859,2.270916455407798
Cond00475,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2696000000000002,0.02,0.02,2.0,0.1,0.1,1.0,0.3459066887005834,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2712374461324946,0.2993037590493277,1.1956341001531765,2.40921787662605
Cond00476,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.24359999999999993,0.02,0.02,0.02,0.1,0.1,1.0,0.31984046325529053,42.3,0.001,0.5,0.02,0.1,0.0,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.125951613267128,0.3066902842810837,1.178365157482291,2.6388072289457067
Cond00477,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2553777777777777,0.02,0.02,0.02,0.1,0.1,1.0,0.330720749198799,42.3,0.001,0.5,0.02,0.1,0.002,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.1695560606607985,0.28270533612898485,1.1583043480382376,2.851497684828128
Cond00478,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.26085000000000025,0.02,0.02,0.02,0.1,0.1,1.0,0.33723010929571623,42.3,0.001,0.5,0.02,0.1,0.2,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.19647741339675562,0.27983952245174026,1.2042521260171484,2.7668739258360535
Cond00479,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2571277777777776,0.02,0.02,0.02,0.1,0.1,1.0,0.3353361066156803,42.3,0.001,0.5,0.02,0.1,2.0,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.23500013942819237,0.2650772927437856,1.2336498795431283,2.726612147402847
Cond00480,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.25240555555555555,0.02,0.02,0.02,0.1,0.1,1.0,0.3261485965292825,42.3,0.001,0.5,0.02,0.1,0.02,0.0,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.15824047498151897,0.298747723202261,1.1515411836624851,2.6343106225784236
Cond00481,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2525166666666663,0.02,0.02,0.02,0.1,0.1,1.0,0.32842572345110693,42.3,0.001,0.5,0.02,0.1,0.02,0.002,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.14859858004681434,0.30536655379452277,1.1565342405394818,2.493575253298223
Cond00482,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2730166666666666,0.02,0.02,0.02,0.1,0.1,1.0,0.3465450112901516,42.3,0.001,0.5,0.02,0.1,0.02,0.2,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.1253046891160363,0.335969904641213,1.1468145296072456,2.419295499252959
Cond00483,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.3818777777777773,0.02,0.02,0.02,0.1,0.1,1.0,0.44912236530873645,42.3,0.001,0.5,0.02,0.1,0.02,2.0,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.10986525650438267,0.34816938553315796,1.0943414443519914,2.1982084499749286
Cond00484,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2603777777777776,0.02,0.02,0.02,0.1,0.1,1.0,0.33502449389865785,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.0,0.001,0.02,0.02,0.01,0.02,0.0001,0.1001458260356879,0.3251913664774004,1.128802153701224,2.5904628749389995
Cond00485,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.25498888888888893,0.02,0.02,0.02,0.1,0.1,1.0,0.3308250054496186,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.002,0.001,0.02,0.02,0.01,0.02,0.0001,0.12250873588410593,0.33377358201308316,1.1496535054162325,2.3196366194535027
Cond00486,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.25501666666666684,0.02,0.02,0.02,0.1,0.1,1.0,0.33433049921106417,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.2,0.001,0.02,0.02,0.01,0.02,0.0001,0.22080469710900943,0.24133302387292133,1.292180500588551,2.7943616906925026
Cond00487,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2598499999999999,0.02,0.02,0.02,0.1,0.1,1.0,0.3499029990494165,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,2.0,0.001,0.02,0.02,0.01,0.02,0.0001,0.47814427806647253,0.13883889572296348,1.1883216329564865,3.5361936994555574
Cond00488,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.24857222222222233,0.02,0.02,0.02,0.1,0.1,1.0,0.3219335105353036,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.0,0.02,0.01,0.02,0.0001,0.10208513475442774,0.29563569677554496,1.0864838825949787,3.436681131553675
Cond00489,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.25398888888888893,0.02,0.02,0.02,0.1,0.1,1.0,0.33020447608394127,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.002,0.02,0.01,0.02,0.0001,0.10707438995564425,0.33177713525552277,1.1875887510747862,2.4588933137365014
Cond00490,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.2645444444444443,0.02,0.02,0.02,0.1,0.1,1.0,0.3412777693468156,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.2,0.02,0.01,0.02,0.0001,0.1336167345799084,0.3157176140152606,1.1592170902910282,2.6194550601490385
Cond00491,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,11.0,0.284127777777778,0.02,0.02,0.02,0.1,0.1,1.0,0.3667243788945449,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,2.0,0.02,0.01,0.02,0.0001,0.09289369506847654,0.36972218336696017,1.1240880197063396,2.1762976849099287
