label,gr,lag_loglin,N_max_emp
Cond00312,0.13712887170805205,8.218694289672044,0.20726190476190473
Cond00313,0.1391067959618042,8.52948596013688,0.2037380952380952
Cond00314,0.10889537164899744,11.05788784946632,0.18949999999999997
Cond00315,0.13484998705389595,8.235774662000813,0.190547619047619
Cond00316,0.1390321459743015,7.978903040323189,0.18751190476190474
Cond00317,0.13945722958082166,8.045342995287035,0.18930952380952373
Cond00318,0.13162233523141492,8.405506414257855,0.19005952380952376
Cond00319,0.1387113759387105,8.275078908908288,0.1923690476190476
Cond00320,0.1400472885104507,8.175598879794933,0.1930238095238095
Cond00321,0.1414594952897277,8.072458557593956,0.19173809523809518
Cond00322,0.13208586550401347,8.169135586209931,0.19241666666666665
Cond00323,0.13572198490776866,8.373392390571714,0.19176190476190472
Cond00324,0.12520066162062823,8.114427538997338,0.1921428571428571
Cond00325,0.13072387659644827,8.239256542642575,0.19177380952380949
Cond00326,0.14139774903502772,8.464736488187947,0.19213095238095235
Cond00327,0.13401402150197936,8.082482168552373,0.1912380952380952
Cond00328,0.13119939701714536,8.144095871739358,0.1916785714285714
Cond00329,0.1301111307810607,8.088827505232752,0.18928571428571425
Cond00330,0.13039862861381565,8.132489425299973,0.1915714285714285
Cond00331,0.13385258734450484,8.523618843720234,0.20420238095238089
Cond00332,0.143332986078817,8.18838841210851,0.21559523809523806
Cond00333,0.13574391470827205,8.240856197902003,0.20721428571428568
Cond00334,0.13585797633224866,8.310649904800261,0.20490476190476184
Cond00335,0.13719564774664142,8.489752669714699,0.20510714285714285
Cond00336,0.1365779414221953,8.397987978633543,0.20584523809523805
Cond00337,0.13306911646086514,7.892562769544097,0.2148928571428571
Cond00338,0.1381206734156127,8.25550488145654,0.2057619047619047
Cond00339,0.13253839792973646,8.175145771563688,0.2031547619047619
Cond00340,0.13156460308303738,8.176371420735427,0.20699999999999996
Cond00341,0.13132367725546434,8.112528512423665,0.20164285714285712
Cond00342,0.13578374234297588,8.325983145906113,0.2015833333333333
Cond00343,0.1285705278847463,8.109409017446954,0.20332142857142854
Cond00344,0.14216314030546032,8.499407015477436,0.20419047619047614
Cond00345,0.13142078972000346,9.65175003390967,0.2005833333333333
Cond00346,0.11066487431114042,19.04414641066594,0.17285714285714282
Cond00347,0.1279353741762902,8.153204262590654,0.18799999999999994
Cond00348,0.1271682206461464,8.089757421646159,0.18879761904761902
Cond00349,0.13194821331001572,8.272721275427664,0.18607142857142853
Cond00350,0.12854195103582908,8.12475803279439,0.19014285714285709
Cond00351,0.13105625909422208,8.11870007403797,0.1903095238095238
